LLAVE_TIEMPO,LLAVE_PRODUCTO,UNIDADES_VENDIDAS,DOLARES_VENDIDOS,CANAL,LLAVE_CLIENTE,ESTADO_DESTINO,AÑO,MES,DIA,SEMANA_AÑO,TRIMESTRE,LINEA_PRODUCTO,TIPO_PRODUCTO,DESCRIPCION,COSTO,PRECIO_UNITARIO,NOMBRE_CLIENTE,EDAD_CLIENTE,GRUPO_EDAD_CLIENTE
20181030,404267,1,1999,Website,3096,US-New York,2018,10,30,44,4,Musical instruments,Guitars,Fender American Ultra Jazzmaster,1479.26,1999,Kenzie Graves,64,"60, 70"
20190615,348074,1,3629,West Palm Beach,1172,,2019,6,15,24,2,Musical instruments,Digital pianos,Yamaha CLP 775,2903.2,3629,Keshawn Forbes,63,"60, 70"
20190619,258162,1,11799,West Palm Beach,3110,,2019,6,19,25,2,Musical instruments,Digital pianos,Yamaha CVP 809,9085.23,11799,Draven Brandt,44,"40, 50"
20190619,258162,1,11799,West Palm Beach,3110,,2019,6,19,25,2,Musical instruments,Digital pianos,Yamaha CVP 809,9085.23,11799,Draven Brandt,44,"40, 50"
20191112,220877,1,14,Fort Lauderdale,7487,,2019,11,12,46,4,Accesories,Strings,Elixir Accoustic,11.2,14,Jett Sullivan,56,"50, 60"
20190304,338074,1,302,Website,2021,US-Virginia,2019,3,4,10,1,Musical instruments,Guitars,Raimundo 105M Classical,241.6,302,Meghan Neal,64,"60, 70"
20191121,392001,1,1899,Fort Lauderdale,3388,,2019,11,21,47,4,Musical instruments,Guitars,Fender American Ultra Stratocaster,1500.21,1899,Charlee Nelson,53,"50, 60"
20181108,421493,1,499,Fort Lauderdale,7701,,2018,11,8,45,4,Musical instruments,Woodwinds,Thomann Antique Tenor Sax,349.3,499,Shane Espinoza,34,"30, 40"
20181108,421493,1,499,Fort Lauderdale,7701,,2018,11,8,45,4,Musical instruments,Woodwinds,Thomann Antique Tenor Sax,349.3,499,Shane Espinoza,34,"30, 40"
20181108,421493,1,499,Fort Lauderdale,7701,,2018,11,8,45,4,Musical instruments,Woodwinds,Thomann Antique Tenor Sax,349.3,499,Shane Espinoza,34,"30, 40"
20191209,248656,1,99,Website,5137,US-Kentucky,2019,12,9,50,4,Musical instruments,Strings,Mendini 4/4 violin,72.27,99,Khloe Freeman,73,"70, 80"
20190215,436225,2,2998,Fort Lauderdale,5899,,2019,2,15,7,1,Musical instruments,Synths,Yamaha MODX8,1184.21,1499,Clay Bird,18,"10, 20"
20190827,229488,1,231,Fort Lauderdale,4016,,2019,8,27,35,3,Accesories,Pedals and amps,JHS Pedals Supreme Fuzz,173.25,231,Beckett Glenn,47,"40, 50"
20190904,425845,3,897,West Palm Beach,1910,,2019,9,4,36,3,Musical instruments,Guitars,Yamaha APX600 Accoustic,233.22,299,Britney Mcgrath,59,"50, 60"
20191218,420013,2,5998,Fort Lauderdale,1439,,2019,12,18,51,4,Musical instruments,Digital pianos,Kawai CA 58,2309.23,2999,Ivy Bartlett,45,"40, 50"
20181030,404267,1,1999,Website,3096,US-New York,2018,10,30,44,4,Musical instruments,Guitars,Fender American Ultra Jazzmaster,1479.26,1999,Kenzie Graves,64,"60, 70"
20191116,365952,2,14798,Fort Lauderdale,1709,,2019,11,16,46,4,Musical instruments,Digital pianos,Yamaha CVP 805,5475.26,7399,Madelyn Park,70,"60, 70"
20191229,385416,2,3998,Website,4814,US-North Carolina,2019,12,29,52,4,Musical instruments,Synths,KORG SV2 88,1419.29,1999,Lexi Li,42,"40, 50"
20181115,416544,1,10799,West Palm Beach,483,,2018,11,15,46,4,Musical instruments,Digital pianos,Yamaha CVP 709,8207.24,10799,Lisa Schmitt,91,"90, 100"
20190304,338074,1,302,Website,2021,US-Virginia,2019,3,4,10,1,Musical instruments,Guitars,Raimundo 105M Classical,241.6,302,Meghan Neal,64,"60, 70"
20191104,217716,1,29,Fort Lauderdale,4278,,2019,11,4,45,4,Accesories,Pedals and amps,Marshall MS-2 Amp,22.91,29,Sawyer Orozco,49,"40, 50"
20180907,285795,1,2709,West Palm Beach,3027,,2018,9,7,36,3,Musical instruments,Brass,Yamaha YRT 8445 GS 04 Trumpet in C,1950.48,2709,Paulina Drake,74,"70, 80"
20181209,385470,1,7499,Website,3596,US-Nevada,2018,12,9,49,4,Musical instruments,Digital pianos,Yamaha CLP 795GP,5624.25,7499,Zoe Donovan,33,"30, 40"
20181228,265061,2,10,Fort Lauderdale,5466,,2018,12,28,52,4,Accesories,Sheet Music,Manuscript paper (pack),3.75,5,Caroline Guerra,67,"60, 70"
20180728,374676,2,3998,Tampa,3146,,2018,7,28,30,3,Musical instruments,Digital pianos,Yamaha CLP 735,1479.26,1999,Holden Christian,56,"50, 60"
20191012,451845,1,2175,Website,4620,US-Massachussets,2019,10,12,41,4,Musical instruments,Digital pianos,Casio Celviano AP650,1696.5,2175,Makaila Alvarado,53,"50, 60"
20181115,416544,1,10799,West Palm Beach,483,,2018,11,15,46,4,Musical instruments,Digital pianos,Yamaha CVP 709,8207.24,10799,Lisa Schmitt,91,"90, 100"
20181115,416544,1,10799,West Palm Beach,483,,2018,11,15,46,4,Musical instruments,Digital pianos,Yamaha CVP 709,8207.24,10799,Lisa Schmitt,91,"90, 100"
20180728,374676,2,3998,Tampa,3146,,2018,7,28,30,3,Musical instruments,Digital pianos,Yamaha CLP 735,1479.26,1999,Holden Christian,56,"50, 60"
20180612,324591,1,33,Website,6581,US-Georgia,2018,6,12,24,2,Accesories,Strings,D’Addario NYXL0942 Accoustic,25.08,33,Nia Kirk,65,"60, 70"
20191104,217716,1,29,Fort Lauderdale,4278,,2019,11,4,45,4,Accesories,Pedals and amps,Marshall MS-2 Amp,22.91,29,Sawyer Orozco,49,"40, 50"
20180810,368819,1,199,Website,5481,US-North Carolina,2018,8,10,32,3,Musical instruments,Strings,Mendini MA viola,145.27,199,Joe Pierce,60,"50, 60"
20180509,418876,2,408,Fort Lauderdale,5301,,2018,5,9,19,2,Musical instruments,Brass,Thomann TR600 Trumpet in C,155.04,204,Elliana Henry,56,"50, 60"
20190512,293442,1,14,Website,4814,US-Colorado,2019,5,12,19,2,Accesories,Strings,Ernie Ball Accoustic,10.78,14,Lexi Li,42,"40, 50"
20190512,293442,1,14,Website,4814,US-Colorado,2019,5,12,19,2,Accesories,Strings,Ernie Ball Accoustic,10.78,14,Lexi Li,42,"40, 50"
20180905,239457,1,3509,Website,5185,US-Massachussets,2018,9,5,36,3,Musical instruments,Synths,Roland Fantom 8,2737.02,3509,Aiden Bray,31,"30, 40"
20190512,293442,1,14,Website,4814,US-Colorado,2019,5,12,19,2,Accesories,Strings,Ernie Ball Accoustic,10.78,14,Lexi Li,42,"40, 50"
20190615,348074,1,3629,West Palm Beach,1172,,2019,6,15,24,2,Musical instruments,Digital pianos,Yamaha CLP 775,2903.2,3629,Keshawn Forbes,63,"60, 70"
20180509,418876,2,408,Fort Lauderdale,5301,,2018,5,9,19,2,Musical instruments,Brass,Thomann TR600 Trumpet in C,155.04,204,Elliana Henry,56,"50, 60"
20190215,436225,2,2998,Fort Lauderdale,5899,,2019,2,15,7,1,Musical instruments,Synths,Yamaha MODX8,1184.21,1499,Clay Bird,18,"10, 20"
20190711,239946,2,23598,Website,6918,US-California,2019,7,11,28,3,Musical instruments,Digital pianos,Yamaha CVP 809GP,9439.2,11799,Kane Elliott,64,"60, 70"
20180713,285919,1,249,Website,6540,US-Utah,2018,7,13,28,3,Musical instruments,Woodwinds,Startone SAS 75 Alto Sax,184.26,249,Charity Keith,67,"60, 70"
20190607,213143,1,199,Website,1732,US-Lousiana,2019,6,7,23,2,Musical instruments,Guitars,Yamaha FG 800 Accoustic,139.3,199,Natalia Brady,25,"20, 30"
20180612,324591,1,33,Website,6581,US-Georgia,2018,6,12,24,2,Accesories,Strings,D’Addario NYXL0942 Accoustic,25.08,33,Nia Kirk,65,"60, 70"
20191116,365952,2,14798,Fort Lauderdale,1709,,2019,11,16,46,4,Musical instruments,Digital pianos,Yamaha CVP 805,5475.26,7399,Madelyn Park,70,"60, 70"
20191229,385416,2,3998,Website,4814,US-North Carolina,2019,12,29,52,4,Musical instruments,Synths,KORG SV2 88,1419.29,1999,Lexi Li,42,"40, 50"
20181118,286884,1,184,Tampa,2216,,2018,11,18,46,4,Accesories,Pedals and amps,ZT Amplifiers Luchbox Junior,136.16,184,Kaiden Barrera,58,"50, 60"
20181228,265061,2,10,Fort Lauderdale,5466,,2018,12,28,52,4,Accesories,Sheet Music,Manuscript paper (pack),3.75,5,Caroline Guerra,67,"60, 70"
20180606,335828,1,256000,West Palm Beach,5233,,2018,6,6,23,2,Musical instruments,Acoustic pianos,Bösendorfer Imperial,204800.0,256000,Josh Bryan,47,"40, 50"
20190220,359438,1,1899,Website,6920,US-Pennsylvania,2019,2,20,8,1,Musical instruments,Guitars,Fender American Ultra Telecaster,1405.26,1899,Ramon Houston,96,"90, 100"
20191106,289559,1,4699,Website,4502,US-Maine,2019,11,6,45,4,Musical instruments,Digital pianos,Yamaha CSP 170,3759.2,4699,Zoe Daugherty,44,"40, 50"
20190617,353914,1,2099,Fort Lauderdale,998,,2019,6,17,25,2,Musical instruments,Synths,MOOG Matriarch,1595.24,2099,Maxim Cochran,77,"70, 80"
20191121,392001,1,1899,Fort Lauderdale,3388,,2019,11,21,47,4,Musical instruments,Guitars,Fender American Ultra Stratocaster,1500.21,1899,Charlee Nelson,53,"50, 60"
20180728,374676,2,3998,Tampa,3146,,2018,7,28,30,3,Musical instruments,Digital pianos,Yamaha CLP 735,1479.26,1999,Holden Christian,56,"50, 60"
20181118,286884,1,184,Tampa,2216,,2018,11,18,46,4,Accesories,Pedals and amps,ZT Amplifiers Luchbox Junior,136.16,184,Kaiden Barrera,58,"50, 60"
20180612,324591,1,33,Website,6581,US-Georgia,2018,6,12,24,2,Accesories,Strings,D’Addario NYXL0942 Accoustic,25.08,33,Nia Kirk,65,"60, 70"
20180209,283445,1,3899,Website,7770,US-New York,2018,2,9,6,1,Musical instruments,Strings,Ming Jian Zhu 903 Cello,2729.3,3899,Edward Richard,38,"30, 40"
20180905,239457,1,3509,Website,5185,US-Massachussets,2018,9,5,36,3,Musical instruments,Synths,Roland Fantom 8,2737.02,3509,Aiden Bray,31,"30, 40"
20190711,239946,2,23598,Website,6918,US-California,2019,7,11,28,3,Musical instruments,Digital pianos,Yamaha CVP 809GP,9439.2,11799,Kane Elliott,64,"60, 70"
20181118,286884,1,184,Tampa,2216,,2018,11,18,46,4,Accesories,Pedals and amps,ZT Amplifiers Luchbox Junior,136.16,184,Kaiden Barrera,58,"50, 60"
20190619,258162,1,11799,West Palm Beach,3110,,2019,6,19,25,2,Musical instruments,Digital pianos,Yamaha CVP 809,9085.23,11799,Draven Brandt,44,"40, 50"
20191112,455202,1,10,Website,1630,US-Kentucky,2019,11,12,46,4,Accesories,Strings,D’Addario Pro-Arté EJ44 Classical,7.8,10,Maxwell Perez,80,"70, 80"
20181108,421493,1,499,Fort Lauderdale,7701,,2018,11,8,45,4,Musical instruments,Woodwinds,Thomann Antique Tenor Sax,349.3,499,Shane Espinoza,34,"30, 40"
20181010,210302,2,478,West Palm Beach,4389,,2018,10,10,41,4,Accesories,Pedals and amps,JHS Pedals Morning Glory,184.03,239,Lane Carney,37,"30, 40"
20190617,353914,1,2099,Fort Lauderdale,998,,2019,6,17,25,2,Musical instruments,Synths,MOOG Matriarch,1595.24,2099,Maxim Cochran,77,"70, 80"
20190925,307208,1,549,West Palm Beach,5137,,2019,9,25,39,3,Musical instruments,Percussion,Alesis Surge Electronic Drum Set,406.26,549,Khloe Freeman,73,"70, 80"
20180907,285795,1,2709,West Palm Beach,3027,,2018,9,7,36,3,Musical instruments,Brass,Yamaha YRT 8445 GS 04 Trumpet in C,1950.48,2709,Paulina Drake,74,"70, 80"
20190720,332661,1,4500,West Palm Beach,723,,2019,7,20,29,3,Musical instruments,Acoustic pianos,Yamaha UI Upright,3420.0,4500,Javier Larson,55,"50, 60"
20181108,421493,1,499,Fort Lauderdale,7701,,2018,11,8,45,4,Musical instruments,Woodwinds,Thomann Antique Tenor Sax,349.3,499,Shane Espinoza,34,"30, 40"
20180713,285919,1,249,Website,6540,US-Utah,2018,7,13,28,3,Musical instruments,Woodwinds,Startone SAS 75 Alto Sax,184.26,249,Charity Keith,67,"60, 70"
20181209,385470,1,7499,Website,3596,US-Nevada,2018,12,9,49,4,Musical instruments,Digital pianos,Yamaha CLP 795GP,5624.25,7499,Zoe Donovan,33,"30, 40"
20180426,460568,1,1499,Website,5212,US-Delaware,2018,4,26,17,2,Musical instruments,Digital pianos,Casio Celviano AP470,1139.24,1499,Robert Dickson,18,"10, 20"
20181126,440305,1,89,Fort Lauderdale,5026,,2018,11,26,48,4,Musical instruments,Strings,Vangoa 4/4 violin,67.64,89,Ayana Ritter,38,"30, 40"
20190607,213143,1,199,Website,1732,US-Lousiana,2019,6,7,23,2,Musical instruments,Guitars,Yamaha FG 800 Accoustic,139.3,199,Natalia Brady,25,"20, 30"
20191209,248656,1,99,Website,5137,US-Kentucky,2019,12,9,50,4,Musical instruments,Strings,Mendini 4/4 violin,72.27,99,Khloe Freeman,73,"70, 80"
20191121,325542,2,3118,Tampa,494,,2019,11,21,47,4,Musical instruments,Guitars,Alhambra 9P Classical,1091.3,1559,Janiyah Reese,57,"50, 60"
20180515,290272,1,2709,Fort Lauderdale,7179,,2018,5,15,20,2,Musical instruments,Digital pianos,Yamaha CLP 745,2167.2,2709,Julian Holt,54,"50, 60"
20191106,289559,1,4699,Website,4502,US-Maine,2019,11,6,45,4,Musical instruments,Digital pianos,Yamaha CSP 170,3759.2,4699,Zoe Daugherty,44,"40, 50"
20181228,265061,2,10,Fort Lauderdale,5466,,2018,12,28,52,4,Accesories,Sheet Music,Manuscript paper (pack),3.75,5,Caroline Guerra,67,"60, 70"
20190215,436225,2,2998,Fort Lauderdale,5899,,2019,2,15,7,1,Musical instruments,Synths,Yamaha MODX8,1184.21,1499,Clay Bird,18,"10, 20"
20191022,291118,1,99,Fort Lauderdale,3484,,2019,10,22,43,4,Accesories,Sheet Music,Hans Zimmer cinematic orchestrations (Sheet Music),79.2,99,Brennan Figueroa,59,"50, 60"
20181230,246596,1,549,Fort Lauderdale,1709,,2018,12,30,52,4,Accesories,Pedals and amps,Roland Cube Street EX Amp,389.79,549,Madelyn Park,70,"60, 70"
20180902,439430,1,108,Website,978,US-Florida,2018,9,2,35,3,Musical instruments,Synths,AKAI MPK 108 Midi Controller,78.84,108,Aubrey Vaughn,61,"60, 70"
20191209,248656,1,99,Website,5137,US-Kentucky,2019,12,9,50,4,Musical instruments,Strings,Mendini 4/4 violin,72.27,99,Khloe Freeman,73,"70, 80"
20190827,229488,1,231,Fort Lauderdale,4016,,2019,8,27,35,3,Accesories,Pedals and amps,JHS Pedals Supreme Fuzz,173.25,231,Beckett Glenn,47,"40, 50"
20180209,283445,1,3899,Website,7770,US-New York,2018,2,9,6,1,Musical instruments,Strings,Ming Jian Zhu 903 Cello,2729.3,3899,Edward Richard,38,"30, 40"
20180511,284885,1,15,Fort Lauderdale,6938,,2018,5,11,19,2,Accesories,Sheet Music,Bach’s Well Tempered Clavier (Sheet Music),10.8,15,Ernest Gay,87,"80, 90"
20190501,257058,1,269,Website,3027,US-New York,2019,5,1,18,2,Musical instruments,Percussion,Ludwig Questlove Pocket Kit Drum Set,207.13,269,Paulina Drake,74,"70, 80"
20191116,365952,2,14798,Fort Lauderdale,1709,,2019,11,16,46,4,Musical instruments,Digital pianos,Yamaha CVP 805,5475.26,7399,Madelyn Park,70,"60, 70"
20190711,239946,2,23598,Website,6918,US-California,2019,7,11,28,3,Musical instruments,Digital pianos,Yamaha CVP 809GP,9439.2,11799,Kane Elliott,64,"60, 70"
20180713,285919,1,249,Website,6540,US-Utah,2018,7,13,28,3,Musical instruments,Woodwinds,Startone SAS 75 Alto Sax,184.26,249,Charity Keith,67,"60, 70"
20180515,290272,1,2709,Fort Lauderdale,7179,,2018,5,15,20,2,Musical instruments,Digital pianos,Yamaha CLP 745,2167.2,2709,Julian Holt,54,"50, 60"
20181008,249733,1,4200,Website,6113,US-Delaware,2018,10,8,41,4,Musical instruments,Woodwinds,Fox Renard 330 Oboe,2982.0,4200,Annalise Richmond,95,"90, 100"
20180517,432069,2,139400,Website,1421,US-Delaware,2018,5,17,20,2,Musical instruments,Acoustic pianos,Steinway S,55760.0,69700,Winston Brock,50,"40, 50"
20190615,348074,1,3629,West Palm Beach,1172,,2019,6,15,24,2,Musical instruments,Digital pianos,Yamaha CLP 775,2903.2,3629,Keshawn Forbes,63,"60, 70"
20181008,249733,1,4200,Website,6113,US-Delaware,2018,10,8,41,4,Musical instruments,Woodwinds,Fox Renard 330 Oboe,2982.0,4200,Annalise Richmond,95,"90, 100"
20191209,248656,1,99,Website,5137,US-Kentucky,2019,12,9,50,4,Musical instruments,Strings,Mendini 4/4 violin,72.27,99,Khloe Freeman,73,"70, 80"
20190803,353297,3,597,West Palm Beach,3096,,2019,8,3,31,3,Musical instruments,Woodwinds,Jean Paul FL 220 Flute,145.27,199,Kenzie Graves,64,"60, 70"
20190711,239946,2,23598,Website,6918,US-California,2019,7,11,28,3,Musical instruments,Digital pianos,Yamaha CVP 809GP,9439.2,11799,Kane Elliott,64,"60, 70"
20190512,293442,1,14,Website,4814,US-Colorado,2019,5,12,19,2,Accesories,Strings,Ernie Ball Accoustic,10.78,14,Lexi Li,42,"40, 50"
20191022,291118,1,99,Fort Lauderdale,3484,,2019,10,22,43,4,Accesories,Sheet Music,Hans Zimmer cinematic orchestrations (Sheet Music),79.2,99,Brennan Figueroa,59,"50, 60"
20181102,325067,1,379,West Palm Beach,5397,,2018,11,2,44,4,Musical instruments,Percussion,Alesis Nitro Mesh Electronic Drum Set,288.04,379,Brooklynn Weiss,51,"50, 60"
20191121,325542,2,3118,Tampa,494,,2019,11,21,47,4,Musical instruments,Guitars,Alhambra 9P Classical,1091.3,1559,Janiyah Reese,57,"50, 60"
20190220,359438,1,1899,Website,6920,US-Pennsylvania,2019,2,20,8,1,Musical instruments,Guitars,Fender American Ultra Telecaster,1405.26,1899,Ramon Houston,96,"90, 100"
20181010,210302,2,478,West Palm Beach,4389,,2018,10,10,41,4,Accesories,Pedals and amps,JHS Pedals Morning Glory,184.03,239,Lane Carney,37,"30, 40"
20191022,291118,1,99,Fort Lauderdale,3484,,2019,10,22,43,4,Accesories,Sheet Music,Hans Zimmer cinematic orchestrations (Sheet Music),79.2,99,Brennan Figueroa,59,"50, 60"
20190607,213143,1,199,Website,1732,US-Lousiana,2019,6,7,23,2,Musical instruments,Guitars,Yamaha FG 800 Accoustic,139.3,199,Natalia Brady,25,"20, 30"
20190925,307208,1,549,West Palm Beach,5137,,2019,9,25,39,3,Musical instruments,Percussion,Alesis Surge Electronic Drum Set,406.26,549,Khloe Freeman,73,"70, 80"
20191108,201564,3,1497,Tampa,5899,,2019,11,8,45,4,Musical instruments,Woodwinds,Yamaha YFL 200 Flute,384.23,499,Clay Bird,18,"10, 20"
20180612,324591,1,33,Website,6581,US-Georgia,2018,6,12,24,2,Accesories,Strings,D’Addario NYXL0942 Accoustic,25.08,33,Nia Kirk,65,"60, 70"
20180613,443553,1,159,Website,7557,US-Delaware,2018,6,13,24,2,Musical instruments,Strings,Cecilio CVN-300 violin,122.43,159,Frankie Cardenas,50,"40, 50"
20190619,258162,1,11799,West Palm Beach,3110,,2019,6,19,25,2,Musical instruments,Digital pianos,Yamaha CVP 809,9085.23,11799,Draven Brandt,44,"40, 50"
20191209,248656,1,99,Website,5137,US-Kentucky,2019,12,9,50,4,Musical instruments,Strings,Mendini 4/4 violin,72.27,99,Khloe Freeman,73,"70, 80"
20181209,385470,1,7499,Website,3596,US-Nevada,2018,12,9,49,4,Musical instruments,Digital pianos,Yamaha CLP 795GP,5624.25,7499,Zoe Donovan,33,"30, 40"
20180105,447022,2,11598,Website,6821,US-Nebraska,2018,1,5,1,1,Musical instruments,Strings,Ming Jian Zhu 907 Cello,4523.22,5799,Rogelio Adkins,19,"10, 20"
20181228,265061,2,10,Fort Lauderdale,5466,,2018,12,28,52,4,Accesories,Sheet Music,Manuscript paper (pack),3.75,5,Caroline Guerra,67,"60, 70"
20180728,404221,1,799,West Palm Beach,1302,,2018,7,28,30,3,Musical instruments,Guitars,Alhambra Flamenco 4F,639.2,799,Jadyn Sanford,48,"40, 50"
20191224,429913,1,3999,West Palm Beach,959,,2019,12,24,52,4,Musical instruments,Digital pianos,Yamaha CSP 150,2919.27,3999,Ciara Holland,58,"50, 60"
20180606,335828,1,256000,West Palm Beach,5233,,2018,6,6,23,2,Musical instruments,Acoustic pianos,Bösendorfer Imperial,204800.0,256000,Josh Bryan,47,"40, 50"
20181209,385470,1,7499,Website,3596,US-Nevada,2018,12,9,49,4,Musical instruments,Digital pianos,Yamaha CLP 795GP,5624.25,7499,Zoe Donovan,33,"30, 40"
20181102,325067,1,379,West Palm Beach,5397,,2018,11,2,44,4,Musical instruments,Percussion,Alesis Nitro Mesh Electronic Drum Set,288.04,379,Brooklynn Weiss,51,"50, 60"
20191209,248656,1,99,Website,5137,US-Kentucky,2019,12,9,50,4,Musical instruments,Strings,Mendini 4/4 violin,72.27,99,Khloe Freeman,73,"70, 80"
20181209,385470,1,7499,Website,3596,US-Nevada,2018,12,9,49,4,Musical instruments,Digital pianos,Yamaha CLP 795GP,5624.25,7499,Zoe Donovan,33,"30, 40"
20180509,418876,2,408,Fort Lauderdale,5301,,2018,5,9,19,2,Musical instruments,Brass,Thomann TR600 Trumpet in C,155.04,204,Elliana Henry,56,"50, 60"
20180505,441354,1,1049,West Palm Beach,2613,,2018,5,5,18,2,Musical instruments,Digital pianos,Casio Celviano AP270,776.26,1049,Hope Nguyen,74,"70, 80"
20190215,436225,2,2998,Fort Lauderdale,5899,,2019,2,15,7,1,Musical instruments,Synths,Yamaha MODX8,1184.21,1499,Clay Bird,18,"10, 20"
20180713,285919,1,249,Website,6540,US-Utah,2018,7,13,28,3,Musical instruments,Woodwinds,Startone SAS 75 Alto Sax,184.26,249,Charity Keith,67,"60, 70"
20190607,213143,1,199,Website,1732,US-Lousiana,2019,6,7,23,2,Musical instruments,Guitars,Yamaha FG 800 Accoustic,139.3,199,Natalia Brady,25,"20, 30"
20180612,324591,1,33,Website,6581,US-Georgia,2018,6,12,24,2,Accesories,Strings,D’Addario NYXL0942 Accoustic,25.08,33,Nia Kirk,65,"60, 70"
20190803,353297,3,597,West Palm Beach,3096,,2019,8,3,31,3,Musical instruments,Woodwinds,Jean Paul FL 220 Flute,145.27,199,Kenzie Graves,64,"60, 70"
20190304,338074,1,302,Website,2021,US-Virginia,2019,3,4,10,1,Musical instruments,Guitars,Raimundo 105M Classical,241.6,302,Meghan Neal,64,"60, 70"
20191022,291118,1,99,Fort Lauderdale,3484,,2019,10,22,43,4,Accesories,Sheet Music,Hans Zimmer cinematic orchestrations (Sheet Music),79.2,99,Brennan Figueroa,59,"50, 60"
20190925,307208,1,549,West Palm Beach,5137,,2019,9,25,39,3,Musical instruments,Percussion,Alesis Surge Electronic Drum Set,406.26,549,Khloe Freeman,73,"70, 80"
20180426,460568,1,1499,Website,5212,US-Delaware,2018,4,26,17,2,Musical instruments,Digital pianos,Casio Celviano AP470,1139.24,1499,Robert Dickson,18,"10, 20"
20190711,404408,1,1599,Website,5685,US-New Mexico,2019,7,11,28,3,Musical instruments,Percussion,DW Design Series 5 Drum Set,1135.29,1599,Damion Robbins,37,"30, 40"
20180902,439430,1,108,Website,978,US-Florida,2018,9,2,35,3,Musical instruments,Synths,AKAI MPK 108 Midi Controller,78.84,108,Aubrey Vaughn,61,"60, 70"
20190720,332661,1,4500,West Palm Beach,723,,2019,7,20,29,3,Musical instruments,Acoustic pianos,Yamaha UI Upright,3420.0,4500,Javier Larson,55,"50, 60"
20190904,425845,3,897,West Palm Beach,1910,,2019,9,4,36,3,Musical instruments,Guitars,Yamaha APX600 Accoustic,233.22,299,Britney Mcgrath,59,"50, 60"
20190711,404408,1,1599,Website,5685,US-New Mexico,2019,7,11,28,3,Musical instruments,Percussion,DW Design Series 5 Drum Set,1135.29,1599,Damion Robbins,37,"30, 40"
20190310,270105,1,2499,Website,4312,US-Delaware,2019,3,10,10,1,Musical instruments,Digital pianos,Casio Celviano AP700,1874.25,2499,Amara Jenkins,68,"60, 70"
20180105,447022,2,11598,Website,6821,US-Nebraska,2018,1,5,1,1,Musical instruments,Strings,Ming Jian Zhu 907 Cello,4523.22,5799,Rogelio Adkins,19,"10, 20"
20180612,324591,1,33,Website,6581,US-Georgia,2018,6,12,24,2,Accesories,Strings,D’Addario NYXL0942 Accoustic,25.08,33,Nia Kirk,65,"60, 70"
20190501,257058,1,269,Website,3027,US-New York,2019,5,1,18,2,Musical instruments,Percussion,Ludwig Questlove Pocket Kit Drum Set,207.13,269,Paulina Drake,74,"70, 80"
20190501,257058,1,269,Website,3027,US-New York,2019,5,1,18,2,Musical instruments,Percussion,Ludwig Questlove Pocket Kit Drum Set,207.13,269,Paulina Drake,74,"70, 80"
20190609,189645,1,15,Website,6204,US-Lousiana,2019,6,9,23,2,Accesories,Sheet Music,Beethoven piano sonatas (Sheet Music),11.85,15,Joyce Doyle,33,"30, 40"
20190304,338074,1,302,Website,2021,US-Virginia,2019,3,4,10,1,Musical instruments,Guitars,Raimundo 105M Classical,241.6,302,Meghan Neal,64,"60, 70"
20181126,440305,1,89,Fort Lauderdale,5026,,2018,11,26,48,4,Musical instruments,Strings,Vangoa 4/4 violin,67.64,89,Ayana Ritter,38,"30, 40"
20191209,248656,1,99,Website,5137,US-Kentucky,2019,12,9,50,4,Musical instruments,Strings,Mendini 4/4 violin,72.27,99,Khloe Freeman,73,"70, 80"
20190501,257058,1,269,Website,3027,US-New York,2019,5,1,18,2,Musical instruments,Percussion,Ludwig Questlove Pocket Kit Drum Set,207.13,269,Paulina Drake,74,"70, 80"
20190619,258162,1,11799,West Palm Beach,3110,,2019,6,19,25,2,Musical instruments,Digital pianos,Yamaha CVP 809,9085.23,11799,Draven Brandt,44,"40, 50"
20180810,368819,1,199,Website,5481,US-North Carolina,2018,8,10,32,3,Musical instruments,Strings,Mendini MA viola,145.27,199,Joe Pierce,60,"50, 60"
20191229,385416,2,3998,Website,4814,US-North Carolina,2019,12,29,52,4,Musical instruments,Synths,KORG SV2 88,1419.29,1999,Lexi Li,42,"40, 50"
20180810,368819,1,199,Website,5481,US-North Carolina,2018,8,10,32,3,Musical instruments,Strings,Mendini MA viola,145.27,199,Joe Pierce,60,"50, 60"
20180511,284885,1,15,Fort Lauderdale,6938,,2018,5,11,19,2,Accesories,Sheet Music,Bach’s Well Tempered Clavier (Sheet Music),10.8,15,Ernest Gay,87,"80, 90"
20190501,257058,1,269,Website,3027,US-New York,2019,5,1,18,2,Musical instruments,Percussion,Ludwig Questlove Pocket Kit Drum Set,207.13,269,Paulina Drake,74,"70, 80"
20190501,257058,1,269,Website,3027,US-New York,2019,5,1,18,2,Musical instruments,Percussion,Ludwig Questlove Pocket Kit Drum Set,207.13,269,Paulina Drake,74,"70, 80"
20190609,189645,1,15,Website,6204,US-Lousiana,2019,6,9,23,2,Accesories,Sheet Music,Beethoven piano sonatas (Sheet Music),11.85,15,Joyce Doyle,33,"30, 40"
20181118,286884,1,184,Tampa,2216,,2018,11,18,46,4,Accesories,Pedals and amps,ZT Amplifiers Luchbox Junior,136.16,184,Kaiden Barrera,58,"50, 60"
20191012,451845,1,2175,Website,4620,US-Massachussets,2019,10,12,41,4,Musical instruments,Digital pianos,Casio Celviano AP650,1696.5,2175,Makaila Alvarado,53,"50, 60"
